member,checkin,checkout
100573,2020-04-18T12:31:20Z,2020-04-18T13:28:20Z
100573,2020-04-19T09:07:58Z,2020-04-19T09:55:58Z
100573,2020-04-22T19:14:04Z,2020-04-22T19:44:04Z
100573,2020-04-26T22:40:02Z,2020-04-26T23:17:02Z
100574,2020-04-01T00:09:18Z,2020-04-01T00:50:18Z
100574,2020-04-05T17:49:39Z,2020-04-05T18:38:39Z
100574,2020-04-06T01:08:16Z,2020-04-06T01:32:16Z
100574,2020-04-10T08:51:14Z,2020-04-10T10:42:14Z
100574,2020-04-11T08:54:45Z,2020-04-11T10:34:45Z
100574,2020-04-12T06:43:02Z,2020-04-12T08:13:02Z
100574,2020-04-24T19:50:31Z,2020-04-24T20:11:31Z
100574,2020-04-26T00:24:23Z,2020-04-26T00:56:23Z
100575,2020-04-02T00:00:24Z,2020-04-02T00:59:24Z
100575,2020-04-06T00:50:51Z,2020-04-06T01:48:51Z
100575,2020-04-07T13:10:55Z,2020-04-07T14:59:55Z
100575,2020-04-09T23:28:02Z,2020-04-09T23:58:02Z
100575,2020-04-12T08:17:35Z,2020-04-12T09:05:35Z
100575,2020-04-12T20:03:15Z,2020-04-12T20:31:15Z
100575,2020-04-14T12:39:17Z,2020-04-14T14:18:17Z
100575,2020-04-23T06:40:19Z,2020-04-23T07:40:19Z
100575,2020-04-29T01:43:59Z,2020-04-29T02:34:59Z
100575,2020-04-30T11:27:13Z,2020-04-30T13:04:13Z
100576,2020-04-07T00:29:30Z,2020-04-07T01:49:30Z
100576,2020-04-09T21:21:22Z,2020-04-09T22:52:22Z
100576,2020-04-11T03:04:04Z,2020-04-11T04:48:04Z
100576,2020-04-12T15:00:35Z,2020-04-12T16:27:35Z
100576,2020-04-14T10:34:45Z,2020-04-14T11:46:45Z
100576,2020-04-15T23:30:26Z,2020-04-16T00:55:26Z
100576,2020-04-18T01:57:09Z,2020-04-18T02:45:09Z
100576,2020-04-19T10:26:24Z,2020-04-19T11:10:24Z
100576,2020-04-19T15:21:09Z,2020-04-19T16:13:09Z
100576,2020-04-23T13:23:02Z,2020-04-23T15:19:02Z
100576,2020-04-25T02:26:55Z,2020-04-25T02:47:55Z
100577,2020-04-01T23:51:39Z,2020-04-02T01:32:39Z
100577,2020-04-09T03:19:16Z,2020-04-09T04:43:16Z
100577,2020-04-10T22:42:49Z,2020-04-11T00:06:49Z
100577,2020-04-17T05:18:24Z,2020-04-17T06:47:24Z
100577,2020-04-17T15:58:01Z,2020-04-17T17:41:01Z
100577,2020-04-17T19:56:47Z,2020-04-17T21:38:47Z
100577,2020-04-18T21:54:43Z,2020-04-18T23:12:43Z
100577,2020-04-21T01:36:04Z,2020-04-21T02:07:04Z
100577,2020-04-23T22:13:57Z,2020-04-23T22:50:57Z
100577,2020-04-27T20:05:01Z,2020-04-27T21:33:01Z
100578,2020-04-04T13:13:54Z,2020-04-04T15:10:54Z
100578,2020-04-09T17:23:15Z,2020-04-09T18:55:15Z
100578,2020-04-12T23:36:52Z,2020-04-12T23:58:52Z
100578,2020-04-16T00:59:01Z,2020-04-16T02:53:01Z
100578,2020-04-16T01:00:00Z,2020-04-16T02:22:00Z
100578,2020-04-18T00:11:25Z,2020-04-18T01:44:25Z
100578,2020-04-18T07:01:54Z,2020-04-18T08:32:54Z
100578,2020-04-21T03:15:44Z,2020-04-21T03:42:44Z
100578,2020-04-21T17:21:18Z,2020-04-21T18:59:18Z
100578,2020-04-24T08:15:27Z,2020-04-24T09:46:27Z
100578,2020-04-30T16:03:06Z,2020-04-30T17:59:06Z
100579,2020-04-16T16:04:44Z,2020-04-16T16:47:44Z
100579,2020-04-19T14:03:43Z,2020-04-19T15:59:43Z
100579,2020-04-24T07:05:20Z,2020-04-24T08:19:20Z
100579,2020-04-25T15:44:08Z,2020-04-25T16:37:08Z
100579,2020-04-27T14:35:58Z,2020-04-27T16:23:58Z
100579,2020-04-30T15:49:34Z,2020-04-30T16:33:34Z
100580,2020-04-01T13:22:29Z,2020-04-01T13:57:29Z
100580,2020-04-02T16:44:00Z,2020-04-02T17:21:00Z
100580,2020-04-05T18:09:42Z,2020-04-05T19:46:42Z
100580,2020-04-10T14:45:57Z,2020-04-10T16:32:57Z
100580,2020-04-26T10:48:31Z,2020-04-26T12:10:31Z
100580,2020-04-27T23:01:27Z,2020-04-27T23:31:27Z
100581,2020-04-04T04:51:05Z,2020-04-04T05:16:05Z
100581,2020-04-05T22:45:03Z,2020-04-05T23:46:03Z
100581,2020-04-07T10:16:26Z,2020-04-07T12:03:26Z
100581,2020-04-09T04:33:36Z,2020-04-09T05:38:36Z
100581,2020-04-09T08:38:36Z,2020-04-09T09:01:36Z
100581,2020-04-09T22:26:29Z,2020-04-09T23:25:29Z
100581,2020-04-16T12:02:18Z,2020-04-16T12:23:18Z
100581,2020-04-16T15:50:51Z,2020-04-16T16:54:51Z
100581,2020-04-22T22:36:11Z,2020-04-23T00:17:11Z
100581,2020-04-26T04:01:04Z,2020-04-26T04:53:04Z
100581,2020-04-26T19:23:29Z,2020-04-26T19:47:29Z
100581,2020-04-27T17:14:25Z,2020-04-27T18:06:25Z
100582,2020-04-08T17:15:24Z,2020-04-08T17:35:24Z
100582,2020-04-11T13:02:04Z,2020-04-11T14:26:04Z
100582,2020-04-12T19:07:20Z,2020-04-12T21:06:20Z
100582,2020-04-13T05:07:27Z,2020-04-13T05:52:27Z
100582,2020-04-15T13:22:00Z,2020-04-15T13:45:00Z
100582,2020-04-16T17:39:40Z,2020-04-16T17:59:40Z
100582,2020-04-17T10:32:35Z,2020-04-17T11:35:35Z
100582,2020-04-17T21:34:00Z,2020-04-17T23:23:00Z
100582,2020-04-18T21:39:02Z,2020-04-18T23:37:02Z
100582,2020-04-22T12:02:56Z,2020-04-22T13:32:56Z
100582,2020-04-24T02:52:36Z,2020-04-24T03:28:36Z
100582,2020-04-28T11:21:03Z,2020-04-28T11:56:03Z
100583,2020-04-04T00:43:02Z,2020-04-04T01:06:02Z
100583,2020-04-08T13:32:19Z,2020-04-08T15:25:19Z
100583,2020-04-12T02:38:53Z,2020-04-12T03:58:53Z
100583,2020-04-16T19:50:07Z,2020-04-16T21:09:07Z
100583,2020-04-21T14:38:01Z,2020-04-21T15:11:01Z
100583,2020-04-21T23:26:22Z,2020-04-21T23:53:22Z
100583,2020-04-23T06:30:15Z,2020-04-23T08:29:15Z
100583,2020-04-29T00:28:32Z,2020-04-29T01:41:32Z
100583,2020-04-29T05:52:23Z,2020-04-29T07:08:23Z
100584,2020-04-03T11:34:47Z,2020-04-03T12:02:47Z
100584,2020-04-07T08:01:57Z,2020-04-07T09:03:57Z
100584,2020-04-10T00:02:26Z,2020-04-10T01:06:26Z
100584,2020-04-12T15:46:15Z,2020-04-12T17:02:15Z
100584,2020-04-14T11:19:12Z,2020-04-14T13:11:12Z
100584,2020-04-22T11:47:55Z,2020-04-22T12:41:55Z
100584,2020-04-23T04:05:26Z,2020-04-23T05:20:26Z
100584,2020-04-23T22:21:40Z,2020-04-24T00:09:40Z
100584,2020-04-24T07:29:11Z,2020-04-24T07:56:11Z
100584,2020-04-24T15:25:38Z,2020-04-24T17:11:38Z
100584,2020-04-25T00:44:10Z,2020-04-25T01:55:10Z
100584,2020-04-29T04:13:24Z,2020-04-29T05:56:24Z
100585,2020-04-08T11:40:07Z,2020-04-08T12:10:07Z
100585,2020-04-14T17:03:55Z,2020-04-14T17:28:55Z
100585,2020-04-15T11:41:21Z,2020-04-15T12:44:21Z
100585,2020-04-16T08:19:02Z,2020-04-16T10:19:02Z
100585,2020-04-17T00:06:18Z,2020-04-17T00:45:18Z
100585,2020-04-17T00:48:54Z,2020-04-17T01:28:54Z
100585,2020-04-20T06:48:12Z,2020-04-20T07:16:12Z
100585,2020-04-22T00:47:33Z,2020-04-22T01:58:33Z
100585,2020-04-22T17:24:22Z,2020-04-22T19:07:22Z
100585,2020-04-29T13:17:55Z,2020-04-29T13:47:55Z
100585,2020-04-30T12:25:31Z,2020-04-30T13:43:31Z
100586,2020-04-09T08:16:21Z,2020-04-09T09:01:21Z
100586,2020-04-11T15:54:28Z,2020-04-11T16:36:28Z
100586,2020-04-15T23:55:58Z,2020-04-16T01:31:58Z
100586,2020-04-23T21:07:58Z,2020-04-23T22:39:58Z
100586,2020-04-24T04:44:29Z,2020-04-24T06:12:29Z
100586,2020-04-24T11:43:12Z,2020-04-24T12:10:12Z
100587,2020-04-03T11:39:27Z,2020-04-03T12:21:27Z
100587,2020-04-06T00:56:53Z,2020-04-06T01:22:53Z
100587,2020-04-08T01:45:43Z,2020-04-08T02:07:43Z
100587,2020-04-12T23:47:21Z,2020-04-13T01:19:21Z
100587,2020-04-13T02:43:59Z,2020-04-13T04:31:59Z
100587,2020-04-17T12:17:53Z,2020-04-17T13:26:53Z
100587,2020-04-18T04:42:51Z,2020-04-18T06:40:51Z
100587,2020-04-21T14:46:00Z,2020-04-21T16:02:00Z
100587,2020-04-22T22:18:49Z,2020-04-23T00:09:49Z
100587,2020-04-23T05:18:42Z,2020-04-23T06:33:42Z
100587,2020-04-27T04:59:01Z,2020-04-27T06:26:01Z
100587,2020-04-29T11:29:23Z,2020-04-29T12:51:23Z
100588,2020-04-02T01:47:04Z,2020-04-02T03:03:04Z
100588,2020-04-02T03:03:51Z,2020-04-02T04:08:51Z
100588,2020-04-08T21:51:07Z,2020-04-08T22:29:07Z
100588,2020-04-09T12:31:03Z,2020-04-09T13:04:03Z
100588,2020-04-10T13:22:55Z,2020-04-10T14:00:55Z
100588,2020-04-11T01:54:36Z,2020-04-11T03:29:36Z
100588,2020-04-11T05:08:57Z,2020-04-11T06:55:57Z
100588,2020-04-13T13:57:00Z,2020-04-13T14:28:00Z
100588,2020-04-16T01:11:44Z,2020-04-16T02:18:44Z
100588,2020-04-16T10:17:42Z,2020-04-16T10:43:42Z
100588,2020-04-18T05:26:36Z,2020-04-18T05:52:36Z
100588,2020-04-22T10:54:42Z,2020-04-22T11:53:42Z
100588,2020-04-24T10:42:22Z,2020-04-24T11:48:22Z
100588,2020-04-27T05:59:27Z,2020-04-27T07:12:27Z
100588,2020-04-27T06:14:40Z,2020-04-27T07:35:40Z
100588,2020-04-28T06:24:34Z,2020-04-28T08:03:34Z
100588,2020-04-29T13:18:34Z,2020-04-29T13:51:34Z
100589,2020-04-02T08:31:23Z,2020-04-02T08:53:23Z
100589,2020-04-03T21:02:46Z,2020-04-03T22:49:46Z
100589,2020-04-05T21:16:13Z,2020-04-05T22:31:13Z
100589,2020-04-07T10:23:02Z,2020-04-07T11:58:02Z
100589,2020-04-10T20:21:10Z,2020-04-10T22:18:10Z
100589,2020-04-13T10:23:06Z,2020-04-13T11:41:06Z
100589,2020-04-14T23:35:41Z,2020-04-15T01:22:41Z
100589,2020-04-17T05:51:13Z,2020-04-17T07:29:13Z
100589,2020-04-20T06:19:06Z,2020-04-20T08:12:06Z
100589,2020-04-20T23:38:49Z,2020-04-21T00:21:49Z
100589,2020-04-21T18:04:30Z,2020-04-21T19:48:30Z
100589,2020-04-22T03:53:58Z,2020-04-22T04:13:58Z
100590,2020-04-03T05:49:53Z,2020-04-03T07:02:53Z
100590,2020-04-06T18:16:58Z,2020-04-06T19:25:58Z
100590,2020-04-08T02:43:24Z,2020-04-08T03:55:24Z
100590,2020-04-11T07:19:34Z,2020-04-11T08:45:34Z
100590,2020-04-14T17:07:53Z,2020-04-14T18:04:53Z
100590,2020-04-25T06:05:00Z,2020-04-25T07:54:00Z
100590,2020-04-26T14:00:54Z,2020-04-26T14:32:54Z
100590,2020-04-27T05:46:51Z,2020-04-27T07:11:51Z
100590,2020-04-30T16:38:51Z,2020-04-30T17:34:51Z
100591,2020-04-05T23:11:11Z,2020-04-06T01:08:11Z
100591,2020-04-09T23:00:41Z,2020-04-10T00:43:41Z
100591,2020-04-10T21:25:14Z,2020-04-10T22:02:14Z
100591,2020-04-14T13:15:14Z,2020-04-14T14:31:14Z
100591,2020-04-19T12:05:59Z,2020-04-19T13:49:59Z
100591,2020-04-24T02:02:01Z,2020-04-24T03:03:01Z
100591,2020-04-27T00:06:03Z,2020-04-27T01:01:03Z
100591,2020-04-28T04:01:40Z,2020-04-28T04:40:40Z
100591,2020-04-30T02:53:04Z,2020-04-30T04:15:04Z
100591,2020-04-30T16:46:27Z,2020-04-30T17:15:27Z
100592,2020-04-10T01:08:54Z,2020-04-10T02:37:54Z
100592,2020-04-12T17:18:25Z,2020-04-12T19:14:25Z
100592,2020-04-17T04:47:13Z,2020-04-17T06:37:13Z
100592,2020-04-17T17:56:26Z,2020-04-17T19:52:26Z
100592,2020-04-23T13:21:06Z,2020-04-23T13:45:06Z
100592,2020-04-27T00:39:02Z,2020-04-27T01:50:02Z
100593,2020-04-11T11:41:13Z,2020-04-11T12:28:13Z
100593,2020-04-17T10:37:35Z,2020-04-17T12:23:35Z
100593,2020-04-19T09:48:15Z,2020-04-19T10:16:15Z
100593,2020-04-20T15:44:45Z,2020-04-20T16:49:45Z
100593,2020-04-22T15:02:37Z,2020-04-22T16:51:37Z
100593,2020-04-23T12:01:12Z,2020-04-23T13:46:12Z
100593,2020-04-26T05:52:05Z,2020-04-26T06:19:05Z
100593,2020-04-29T11:31:05Z,2020-04-29T13:14:05Z
100593,2020-04-29T22:41:55Z,2020-04-30T00:31:55Z
100594,2020-04-11T02:09:30Z,2020-04-11T02:46:30Z
100594,2020-04-13T11:59:54Z,2020-04-13T12:51:54Z
100594,2020-04-15T22:23:31Z,2020-04-15T23:11:31Z
100594,2020-04-17T10:17:38Z,2020-04-17T12:09:38Z
100594,2020-04-19T12:15:15Z,2020-04-19T14:10:15Z
100594,2020-04-25T04:46:41Z,2020-04-25T05:11:41Z
100594,2020-04-30T00:08:54Z,2020-04-30T01:23:54Z
100595,2020-04-02T08:57:12Z,2020-04-02T09:26:12Z
100595,2020-04-03T10:26:39Z,2020-04-03T11:21:39Z
100595,2020-04-08T13:37:41Z,2020-04-08T14:14:41Z
100595,2020-04-11T04:58:02Z,2020-04-11T06:33:02Z
100595,2020-04-20T14:52:59Z,2020-04-20T15:52:59Z
100595,2020-04-24T20:29:10Z,2020-04-24T21:47:10Z
100595,2020-04-30T08:06:04Z,2020-04-30T09:07:04Z
100596,2020-04-02T17:01:34Z,2020-04-02T18:29:34Z
100596,2020-04-09T07:48:55Z,2020-04-09T08:12:55Z
100596,2020-04-11T03:34:56Z,2020-04-11T04:40:56Z
100596,2020-04-15T09:56:36Z,2020-04-15T10:22:36Z
100596,2020-04-20T11:24:19Z,2020-04-20T12:46:19Z
100596,2020-04-20T18:51:03Z,2020-04-20T20:28:03Z
100596,2020-04-25T16:28:00Z,2020-04-25T18:00:00Z
100596,2020-04-27T08:17:55Z,2020-04-27T08:56:55Z
100596,2020-04-30T11:40:19Z,2020-04-30T13:24:19Z
100597,2020-04-06T05:19:28Z,2020-04-06T05:39:28Z
100597,2020-04-08T08:45:07Z,2020-04-08T10:07:07Z
100597,2020-04-11T05:06:18Z,2020-04-11T06:13:18Z
100597,2020-04-12T01:50:40Z,2020-04-12T03:46:40Z
100597,2020-04-13T19:29:42Z,2020-04-13T21:00:42Z
100597,2020-04-16T14:01:50Z,2020-04-16T14:37:50Z
100597,2020-04-22T15:58:18Z,2020-04-22T16:20:18Z
100597,2020-04-22T20:21:53Z,2020-04-22T21:10:53Z
100597,2020-04-23T15:07:56Z,2020-04-23T16:33:56Z
100597,2020-04-27T09:36:54Z,2020-04-27T11:14:54Z
100597,2020-04-30T00:58:51Z,2020-04-30T02:00:51Z
100597,2020-04-30T03:07:25Z,2020-04-30T03:27:25Z
100598,2020-04-02T00:12:23Z,2020-04-02T01:07:23Z
100598,2020-04-04T11:40:46Z,2020-04-04T13:16:46Z
100598,2020-04-10T05:05:58Z,2020-04-10T06:53:58Z
100598,2020-04-11T03:42:19Z,2020-04-11T05:16:19Z
100598,2020-04-16T11:51:58Z,2020-04-16T13:43:58Z
100598,2020-04-18T15:44:07Z,2020-04-18T16:46:07Z
100598,2020-04-19T21:25:25Z,2020-04-19T22:27:25Z
100598,2020-04-22T03:40:12Z,2020-04-22T05:15:12Z
100598,2020-04-24T02:49:16Z,2020-04-24T03:21:16Z
100598,2020-04-28T18:34:45Z,2020-04-28T19:34:45Z
100599,2020-04-03T04:31:01Z,2020-04-03T05:09:01Z
100599,2020-04-03T19:54:18Z,2020-04-03T21:41:18Z
100599,2020-04-09T19:08:59Z,2020-04-09T19:28:59Z
100599,2020-04-10T18:04:16Z,2020-04-10T19:56:16Z
100599,2020-04-22T05:56:41Z,2020-04-22T07:46:41Z
100599,2020-04-23T18:57:43Z,2020-04-23T20:14:43Z
100600,2020-04-02T21:03:10Z,2020-04-02T21:57:10Z
100600,2020-04-04T12:56:40Z,2020-04-04T13:57:40Z
100600,2020-04-12T08:15:33Z,2020-04-12T09:42:33Z
100600,2020-04-13T12:03:36Z,2020-04-13T13:36:36Z
100600,2020-04-13T22:46:07Z,2020-04-13T23:16:07Z
100600,2020-04-23T22:51:41Z,2020-04-24T00:40:41Z
100600,2020-04-25T10:33:54Z,2020-04-25T12:23:54Z
100600,2020-04-25T18:45:50Z,2020-04-25T19:47:50Z
100600,2020-04-28T08:13:49Z,2020-04-28T10:09:49Z
100601,2020-04-02T02:48:04Z,2020-04-02T03:17:04Z
100601,2020-04-03T10:53:52Z,2020-04-03T12:29:52Z
100601,2020-04-05T03:06:07Z,2020-04-05T04:24:07Z
100601,2020-04-10T22:15:41Z,2020-04-10T22:59:41Z
100601,2020-04-11T13:59:05Z,2020-04-11T15:52:05Z
100601,2020-04-12T16:59:07Z,2020-04-12T17:52:07Z
100601,2020-04-15T22:10:01Z,2020-04-15T23:51:01Z
100601,2020-04-16T01:56:25Z,2020-04-16T02:51:25Z
100601,2020-04-18T05:58:03Z,2020-04-18T06:30:03Z
100601,2020-04-18T06:24:54Z,2020-04-18T06:47:54Z
100601,2020-04-19T20:50:59Z,2020-04-19T21:19:59Z
100601,2020-04-20T00:45:43Z,2020-04-20T02:10:43Z
100601,2020-04-24T05:58:10Z,2020-04-24T06:28:10Z
100601,2020-04-25T07:50:21Z,2020-04-25T08:33:21Z
100602,2020-04-06T05:04:47Z,2020-04-06T06:05:47Z
100602,2020-04-08T20:05:30Z,2020-04-08T20:42:30Z
100602,2020-04-12T09:57:36Z,2020-04-12T11:17:36Z
100602,2020-04-12T22:59:00Z,2020-04-13T00:46:00Z
100602,2020-04-13T12:14:57Z,2020-04-13T12:43:57Z
100602,2020-04-16T23:04:45Z,2020-04-17T00:18:45Z
100602,2020-04-17T08:49:30Z,2020-04-17T10:31:30Z
100602,2020-04-19T09:38:21Z,2020-04-19T10:52:21Z
100602,2020-04-19T11:40:47Z,2020-04-19T13:05:47Z
100602,2020-04-22T05:32:35Z,2020-04-22T07:25:35Z
100602,2020-04-22T14:11:40Z,2020-04-22T15:26:40Z
100602,2020-04-28T03:16:48Z,2020-04-28T05:04:48Z
100602,2020-04-28T21:52:17Z,2020-04-28T22:28:17Z
100603,2020-04-06T00:54:50Z,2020-04-06T01:39:50Z
100603,2020-04-10T22:26:43Z,2020-04-10T22:56:43Z
100603,2020-04-11T05:59:13Z,2020-04-11T06:35:13Z
100603,2020-04-13T17:15:14Z,2020-04-13T18:56:14Z
100603,2020-04-14T07:35:58Z,2020-04-14T08:05:58Z
100603,2020-04-14T18:00:13Z,2020-04-14T19:11:13Z
100603,2020-04-15T02:16:33Z,2020-04-15T04:10:33Z
100603,2020-04-16T14:13:25Z,2020-04-16T15:51:25Z
100603,2020-04-16T21:07:06Z,2020-04-16T22:46:06Z
100603,2020-04-18T19:15:13Z,2020-04-18T20:01:13Z
100603,2020-04-19T16:18:17Z,2020-04-19T17:11:17Z
100603,2020-04-23T00:18:28Z,2020-04-23T02:12:28Z
100604,2020-03-31T23:25:57Z,2020-04-01T00:56:57Z
100604,2020-04-07T22:13:22Z,2020-04-07T22:33:22Z
100604,2020-04-15T03:14:49Z,2020-04-15T04:34:49Z
100604,2020-04-28T00:02:01Z,2020-04-28T00:39:01Z
100604,2020-04-30T05:02:32Z,2020-04-30T06:58:32Z
100605,2020-04-01T09:22:35Z,2020-04-01T11:05:35Z
100605,2020-04-05T09:13:27Z,2020-04-05T10:44:27Z
100605,2020-04-08T03:54:27Z,2020-04-08T05:33:27Z
100605,2020-04-10T11:59:27Z,2020-04-10T12:37:27Z
100605,2020-04-14T22:39:15Z,2020-04-15T00:03:15Z
100605,2020-04-15T04:26:59Z,2020-04-15T05:15:59Z
100605,2020-04-20T00:39:52Z,2020-04-20T01:09:52Z
100605,2020-04-20T15:10:45Z,2020-04-20T16:24:45Z
100605,2020-04-26T03:21:38Z,2020-04-26T03:41:38Z
100605,2020-04-27T06:15:25Z,2020-04-27T06:55:25Z
100605,2020-04-29T22:05:16Z,2020-04-30T00:04:16Z
100605,2020-04-30T17:22:38Z,2020-04-30T17:45:38Z
100606,2020-04-02T07:24:23Z,2020-04-02T07:54:23Z
100606,2020-04-02T11:50:18Z,2020-04-02T12:25:18Z
100606,2020-04-02T23:49:04Z,2020-04-03T00:47:04Z
100606,2020-04-14T07:16:27Z,2020-04-14T07:51:27Z
100606,2020-04-16T20:27:03Z,2020-04-16T22:07:03Z
100606,2020-04-19T07:02:49Z,2020-04-19T08:50:49Z
100607,2020-04-11T08:04:56Z,2020-04-11T09:31:56Z
100607,2020-04-12T10:28:50Z,2020-04-12T10:53:50Z
100607,2020-04-14T05:33:00Z,2020-04-14T07:28:00Z
100607,2020-04-23T07:31:36Z,2020-04-23T08:10:36Z
100607,2020-04-26T08:53:55Z,2020-04-26T10:22:55Z
100607,2020-04-27T02:49:32Z,2020-04-27T03:39:32Z
100607,2020-04-29T14:40:07Z,2020-04-29T15:37:07Z
100607,2020-04-29T16:22:49Z,2020-04-29T18:01:49Z
100608,2020-04-03T06:06:12Z,2020-04-03T08:06:12Z
100608,2020-04-03T18:17:35Z,2020-04-03T19:37:35Z
100608,2020-04-11T18:52:48Z,2020-04-11T20:32:48Z
100608,2020-04-13T11:36:23Z,2020-04-13T11:56:23Z
100608,2020-04-16T01:55:31Z,2020-04-16T02:19:31Z
100608,2020-04-21T03:24:05Z,2020-04-21T03:51:05Z
100608,2020-04-25T01:23:36Z,2020-04-25T02:57:36Z
100608,2020-04-27T09:30:52Z,2020-04-27T10:50:52Z
100608,2020-04-29T02:59:27Z,2020-04-29T04:48:27Z
100608,2020-04-29T22:19:44Z,2020-04-29T23:51:44Z
100609,2020-04-03T21:14:44Z,2020-04-03T21:57:44Z
100609,2020-04-07T00:56:03Z,2020-04-07T02:19:03Z
100609,2020-04-08T23:26:30Z,2020-04-09T01:08:30Z
100609,2020-04-10T10:11:35Z,2020-04-10T11:50:35Z
100609,2020-04-13T23:51:07Z,2020-04-14T01:12:07Z
100609,2020-04-16T09:16:33Z,2020-04-16T10:39:33Z
100609,2020-04-17T16:11:22Z,2020-04-17T17:13:22Z
100609,2020-04-23T22:31:11Z,2020-04-23T22:51:11Z
100610,2020-04-10T23:41:20Z,2020-04-11T00:18:20Z
100610,2020-04-11T16:59:29Z,2020-04-11T18:27:29Z
100610,2020-04-12T05:17:17Z,2020-04-12T06:00:17Z
100610,2020-04-12T08:04:57Z,2020-04-12T10:00:57Z
100610,2020-04-14T18:45:03Z,2020-04-14T19:26:03Z
100610,2020-04-16T01:11:56Z,2020-04-16T02:53:56Z
100610,2020-04-16T02:00:39Z,2020-04-16T03:09:39Z
100610,2020-04-23T23:35:46Z,2020-04-24T01:28:46Z
100610,2020-04-25T01:48:35Z,2020-04-25T02:20:35Z
100610,2020-04-25T09:22:16Z,2020-04-25T09:55:16Z
100611,2020-04-02T02:59:05Z,2020-04-02T04:22:05Z
100611,2020-04-04T12:21:08Z,2020-04-04T13:32:08Z
100611,2020-04-13T12:11:47Z,2020-04-13T13:15:47Z
100611,2020-04-13T23:26:33Z,2020-04-14T01:10:33Z
100611,2020-04-24T00:13:15Z,2020-04-24T01:52:15Z
100611,2020-04-30T07:44:50Z,2020-04-30T09:28:50Z
100611,2020-04-30T10:44:32Z,2020-04-30T11:32:32Z
100612,2020-04-07T11:39:35Z,2020-04-07T12:38:35Z
100612,2020-04-08T07:47:10Z,2020-04-08T09:41:10Z
100612,2020-04-10T01:42:31Z,2020-04-10T02:34:31Z
100612,2020-04-14T05:51:10Z,2020-04-14T07:34:10Z
100612,2020-04-14T08:07:13Z,2020-04-14T09:51:13Z
100612,2020-04-14T17:18:26Z,2020-04-14T17:38:26Z
100612,2020-04-15T06:34:04Z,2020-04-15T07:10:04Z
100612,2020-04-17T05:31:42Z,2020-04-17T06:54:42Z
100612,2020-04-20T09:20:06Z,2020-04-20T10:46:06Z
100612,2020-04-25T17:58:33Z,2020-04-25T18:52:33Z
100612,2020-04-28T10:38:15Z,2020-04-28T11:14:15Z
100613,2020-04-04T03:45:11Z,2020-04-04T04:39:11Z
100613,2020-04-06T13:02:31Z,2020-04-06T14:26:31Z
100613,2020-04-06T23:11:57Z,2020-04-07T00:57:57Z
100613,2020-04-09T07:16:44Z,2020-04-09T08:30:44Z
100613,2020-04-09T07:17:35Z,2020-04-09T07:59:35Z
100613,2020-04-10T23:03:48Z,2020-04-11T00:36:48Z
100613,2020-04-13T04:43:51Z,2020-04-13T05:49:51Z
100613,2020-04-16T06:07:42Z,2020-04-16T06:59:42Z
100613,2020-04-20T08:48:04Z,2020-04-20T10:01:04Z
100613,2020-04-22T08:28:36Z,2020-04-22T08:54:36Z
100614,2020-04-04T11:20:57Z,2020-04-04T12:37:57Z
100614,2020-04-11T20:00:08Z,2020-04-11T20:32:08Z
100614,2020-04-20T02:58:09Z,2020-04-20T04:42:09Z
100614,2020-04-24T07:43:16Z,2020-04-24T09:21:16Z
100614,2020-04-25T11:28:16Z,2020-04-25T12:41:16Z
100614,2020-04-26T20:10:35Z,2020-04-26T21:52:35Z
100614,2020-04-29T20:44:15Z,2020-04-29T21:47:15Z
100615,2020-04-14T08:28:34Z,2020-04-14T09:03:34Z
100615,2020-04-14T18:13:42Z,2020-04-14T19:55:42Z
100615,2020-04-19T07:46:05Z,2020-04-19T08:28:05Z
100615,2020-04-27T15:13:17Z,2020-04-27T15:45:17Z
100615,2020-04-28T16:42:37Z,2020-04-28T17:29:37Z
100616,2020-04-01T12:42:02Z,2020-04-01T14:42:02Z
100616,2020-04-02T18:12:39Z,2020-04-02T18:46:39Z
100616,2020-04-06T13:24:03Z,2020-04-06T15:10:03Z
100616,2020-04-07T06:14:21Z,2020-04-07T08:00:21Z
100616,2020-04-09T00:04:09Z,2020-04-09T01:51:09Z
100616,2020-04-11T23:27:28Z,2020-04-12T00:38:28Z
100616,2020-04-14T10:39:31Z,2020-04-14T12:06:31Z
100616,2020-04-16T02:46:07Z,2020-04-16T04:13:07Z
100616,2020-04-17T00:24:15Z,2020-04-17T01:19:15Z
100616,2020-04-17T01:15:31Z,2020-04-17T02:41:31Z
100616,2020-04-26T05:50:14Z,2020-04-26T06:38:14Z
100616,2020-04-28T21:09:25Z,2020-04-28T22:13:25Z
100616,2020-04-30T08:31:56Z,2020-04-30T10:23:56Z
100617,2020-04-01T08:39:16Z,2020-04-01T09:21:16Z
100617,2020-04-03T03:17:57Z,2020-04-03T04:11:57Z
100617,2020-04-03T16:56:31Z,2020-04-03T17:52:31Z
100617,2020-04-12T15:25:41Z,2020-04-12T17:24:41Z
100617,2020-04-13T17:41:44Z,2020-04-13T18:14:44Z
100617,2020-04-14T02:36:49Z,2020-04-14T03:11:49Z
100617,2020-04-14T11:33:21Z,2020-04-14T13:33:21Z
100617,2020-04-15T19:54:07Z,2020-04-15T20:52:07Z
100617,2020-04-23T12:10:11Z,2020-04-23T13:11:11Z
